Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value
ENSMUSG00000027201,Myef2,0.9412933644941597,0.2956290196472785,0.39740537626831807,0.7666211421513768,-0.2956290196472785,0.39740537626831807
ENSMUSG00000074872,Ctxn2,1.4511990928560599,0.5271489374374236,0.08350024320487694,1.006886895911259,-0.5271489374374236,0.08350024320487694
ENSMUSG00000027202,Slc12a1,0.0009237422615251813,-0.8369301343739242,1.0,0.0012384832668035166,0.8369301343739242,1.0
ENSMUSG00000086416,Gm14002,0.0023093556538129533,1.1630698656260758,0.5378757757006937,0.0,-1.1630698656260758,0.5378757757006937
ENSMUSG00000027203,Dut,0.9394458799711093,0.36434929980932534,0.27596439450299104,0.7294666441472712,-0.36434929980932534,0.27596439450299104
ENSMUSG00000027204,Fbn1,0.055886406822273464,-1.0457441492098316,0.00412885989868963,0.11517894381272704,1.0457441492098316,0.00412885989868963
ENSMUSG00000053615,Gm9913,0.0004618711307625906,-3.0068551358162363,0.06249415392939045,0.006192416334017583,3.0068551358162363,0.06249415392939045
ENSMUSG00000068394,Cep152,0.02309355653812953,-0.6074482882511569,0.3147737432443456,0.034677531470498464,0.6074482882511569,0.3147737432443456
ENSMUSG00000035109,Shc4,0.09098861276023035,-0.3316948261235022,0.42828746051144295,0.11394046054592352,0.3316948261235022,0.42828746051144295
ENSMUSG00000091337,Eid1,5.63020908399598,0.45076306111872544,0.12350089700875878,4.1216723119221035,-0.45076306111872544,0.12350089700875878
ENSMUSG00000035093,Secisbp2l,2.004982578640406,-0.7941030395882245,0.0011317216663733586,3.478899496451078,0.7941030395882245,0.001131721666373081
ENSMUSG00000027206,Cops2,2.022995552740147,0.31101720921981835,0.33478552891868907,1.6310824623802314,-0.31101720921981835,0.33478552891868907
ENSMUSG00000027207,Galk2,0.6309159646216987,0.3875745787613689,0.2614408189853983,0.48176999078656796,-0.3875745787613689,0.26144081898542454
ENSMUSG00000027209,Fam227b,0.008775551484489223,-0.0999645402077185,1.0,0.008669382867624616,0.0999645402077185,1.0
ENSMUSG00000027208,Fgf7,0.011546778269064766,-1.3064154176751446,0.02991759396570949,0.02848511513648088,1.3064154176751446,0.02991759396570949
ENSMUSG00000023330,Dtwd1,0.2715802248884033,0.9222501936078085,0.0036839792999364207,0.1424255756824044,-0.9222501936078085,0.0036839792999364207
ENSMUSG00000060131,Atp8b4,0.0004618711307625906,-2.0068551358162363,0.4277547130417245,0.0024769665336070333,2.0068551358162363,0.4277547130417245
ENSMUSG00000097458,Gm26697,0.0023093556538129533,1.1630698656260758,0.5378757757006937,0.0,-1.1630698656260758,0.5378757757006937
ENSMUSG00000027359,Slc27a2,0.10022603537548216,0.513401675517104,0.22503415938187132,0.06935506294099693,-0.513401675517104,0.22503415938187132
ENSMUSG00000027360,Hdc,0.08590803032184186,-1.7938614124820385,1.0792725583421926e-06,0.2984744672996475,1.7938614124820385,1.0792725583421926e-06
ENSMUSG00000027361,Gabpb1,0.20368516866630246,0.2574854675181819,0.5762845016609983,0.1696722075520818,-0.2574854675181819,0.5762845016609983
ENSMUSG00000098024,Gm27003,0.032330979153381345,0.8209638888010824,0.18594507923372294,0.017338765735249232,-0.8209638888010824,0.18594507923372294
ENSMUSG00000027363,Usp8,0.7717866595042889,-0.1089961976245149,0.7638299159585545,0.8322607552919632,0.1089961976245149,0.7638299159585545
ENSMUSG00000027364,Usp50,0.8927968957640877,0.30565488550174347,0.3796082535441064,0.7220357445464501,-0.30565488550174347,0.3796082535441064
ENSMUSG00000027365,Trpm7,0.33762779658745373,-0.0761177982533503,0.8744321050988125,0.35544469757260927,0.0761177982533503,0.8744321050988125
ENSMUSG00000027366,Sppl2a,0.5196050221079145,-0.3210751355683359,0.28872702089455715,0.6489652318050427,0.3210751355683359,0.28872702089455715
ENSMUSG00000001998,Ap4e1,0.026788525584230255,0.06843299148800064,1.0,0.02476966533607033,-0.06843299148800064,1.0
ENSMUSG00000001999,Blvra,0.76485859254285,0.42384231169703324,0.1877699204442931,0.5697023027296176,-0.42384231169703324,0.1877699204442931
ENSMUSG00000034906,Ncaph,0.020784200884316578,-0.290648101816827,0.7456008935506107,0.02476966533607033,0.290648101816827,0.7456008935506107
ENSMUSG00000074825,Itpripl1,0.027712267845755437,-1.866194728879119,9.415484715974639e-07,0.10155562787788837,1.866194728879119,9.415484715974639e-07
ENSMUSG00000044145,1810024B03Rik,0.06512382943752527,-0.3806699723685676,0.3873359925738675,0.08421686214263913,0.3806699723685676,0.3873359925738675
ENSMUSG00000003660,Snrnp200,1.6853677561526932,0.28379379258326753,0.39293624732664634,1.3846242922863317,-0.28379379258326753,0.39293624732677424
ENSMUSG00000003662,Ciao1,1.078469090330649,0.432541569091012,0.1704753039408198,0.7988217070882682,-0.432541569091012,0.1704753039408198
ENSMUSG00000034850,Tmem127,1.137126723937498,0.16658863576287158,0.691465182775029,1.0130793122452766,-0.16658863576287158,0.6914651827748902
ENSMUSG00000027367,Stard7,1.7380210650596286,0.5195203386308855,0.0745666522181632,1.2124751182006428,-0.5195203386308855,0.0745666522181632
ENSMUSG00000027368,Dusp2,0.05034395325312238,0.7745045777084227,0.12228968430212636,0.02848511513648088,-0.7745045777084227,0.12228968430212636
ENSMUSG00000058620,Adra2b,0.02216981427660435,-0.9364658079248391,0.08081184422260354,0.04210843107131956,0.9364658079248391,0.08081184422260354
ENSMUSG00000046338,Gpat2,0.006004324699913678,0.06353419207516087,1.0,0.0049539330672140666,-0.06353419207516087,1.0
ENSMUSG00000027371,Fahd2a,0.6840311446593967,0.29765590599371616,0.4152136912899255,0.556078986794779,-0.29765590599371616,0.4152136912899255
ENSMUSG00000079056,Kcnip3,1.7828225647435998,0.3830355495679837,0.21701501860645206,1.3672855265510824,-0.3830355495679837,0.2170150186064058
ENSMUSG00000027376,Prom2,0.0055424535691510875,-0.5288078390115922,0.7886341158989436,0.0074308996008211,0.5288078390115922,0.7886341158989436
ENSMUSG00000034800,Zfp661,0.08498428806031667,1.0650947060627782,0.01014503239553066,0.03963146453771253,-1.0650947060627782,0.01014503239553066
ENSMUSG00000027374,Mrps5,0.9990272558394835,0.2934574937236831,0.39979051325534865,0.8149219895567139,-0.2934574937236831,0.39979051325534865
ENSMUSG00000027375,Mal,4.673673972186655,-2.564506254901236,2.587329390054848e-29,27.670193146924166,2.564506254901236,2.587329390054848e-29
ENSMUSG00000027377,Mall,0.009237422615251813,-2.314977431178569,5.301215388202047e-05,0.04706236413853363,2.314977431178569,5.301215388202047e-05
ENSMUSG00000027378,Nphp1,0.33208534301830267,-0.18270497121565454,0.6079804365755056,0.37649891310826905,0.18270497121565454,0.6079804365755056
ENSMUSG00000051319,1500011K16Rik,2.7952440833751986,0.42558001035997317,0.1539822751157363,2.0818903714967116,-0.42558001035997317,0.15398227511571444
ENSMUSG00000027379,Bub1,0.0018474845230503625,-2.2698895416500307,0.027988743995106036,0.009907866134428133,2.2698895416500307,0.027988743995106036
ENSMUSG00000027380,Acoxl,0.0004618711307625906,-1.4218926350950802,0.6588762221813828,0.0012384832668035166,1.4218926350950802,0.6588762221813828
ENSMUSG00000027381,Bcl2l11,0.07667060770659004,-0.513921773587426,0.1867765530595415,0.10898652747870946,0.513921773587426,0.1867765530595415
