Feature,Normalized.Dispersion
ENSMUSG00000026219,-0.5341850623553922
ENSMUSG00000073633,2.253713392051203
ENSMUSG00000026220,1.4719869341134135
ENSMUSG00000052477,nan
ENSMUSG00000089844,nan
ENSMUSG00000072109,nan
ENSMUSG00000094127,nan
ENSMUSG00000070034,4.07739710927141
ENSMUSG00000070031,3.757785347476688
ENSMUSG00000026222,0.5405295958373715
ENSMUSG00000052760,0.8619710267544319
ENSMUSG00000036707,-0.8382718697270242
ENSMUSG00000026223,1.1104095130519749
ENSMUSG00000026224,1.4572069543390898
ENSMUSG00000099767,-1.020192510362292
ENSMUSG00000049608,-3.919125860794234
ENSMUSG00000026226,2.8495350496248815
ENSMUSG00000026227,2.0097619465286094
ENSMUSG00000026229,0.5651763524049962
ENSMUSG00000026228,nan
ENSMUSG00000094638,-1.0531482229485625
ENSMUSG00000062590,-1.8904292896494792
ENSMUSG00000079445,-0.2586552373539913
ENSMUSG00000099644,-1.3438813663868174
ENSMUSG00000026234,0.26970213513000235
ENSMUSG00000026237,nan
ENSMUSG00000026238,4.741488188480196
ENSMUSG00000026239,-0.11075983569183957
ENSMUSG00000026240,-0.42029256527899683
ENSMUSG00000026241,0.7611764136253499
ENSMUSG00000053333,-0.5210966953541688
ENSMUSG00000099839,-1.064673264598873
ENSMUSG00000026247,26.66442886092297
ENSMUSG00000036480,-0.27996551423621585
ENSMUSG00000026254,-0.4341297326415875
ENSMUSG00000026255,18.527066970102343
ENSMUSG00000048000,2.7633827271314795
ENSMUSG00000079436,49.95088383267876
ENSMUSG00000026258,-0.280798759027625
ENSMUSG00000026259,8.641257245963892
ENSMUSG00000079434,-0.5288083100035218
ENSMUSG00000026288,0.9965403069425889
ENSMUSG00000026289,-1.2819813991772264
ENSMUSG00000056055,-0.8946714236372953
ENSMUSG00000070738,-0.9509620301605521
ENSMUSG00000005501,0.5629734022764903
ENSMUSG00000090124,nan
ENSMUSG00000081984,-1.2066126583669807
ENSMUSG00000079429,-0.6361702268388982
ENSMUSG00000044783,-0.8169061474460468
ENSMUSG00000036251,nan
ENSMUSG00000026295,0.4295296511834948
ENSMUSG00000099553,1.9402363298921201
ENSMUSG00000062310,5.243924300620439
ENSMUSG00000100367,1.5549312546054674
ENSMUSG00000049866,1.3306687136507211
ENSMUSG00000097398,nan
ENSMUSG00000036206,1.8011037312250489
ENSMUSG00000101288,nan
ENSMUSG00000099938,nan
ENSMUSG00000055013,2.8578610744759754
ENSMUSG00000034486,7.613833013966581
ENSMUSG00000067081,-1.0468300223642661
ENSMUSG00000026301,5.709220648129949
ENSMUSG00000100850,nan
ENSMUSG00000044337,0.47894634350869847
ENSMUSG00000101028,1.815826638902596
ENSMUSG00000101997,nan
ENSMUSG00000034432,-1.026895653571773
ENSMUSG00000048126,2.623069802994319
ENSMUSG00000026303,1.019823772169156
ENSMUSG00000090550,nan
ENSMUSG00000026304,nan
ENSMUSG00000026305,-0.6751867502155642
ENSMUSG00000034353,0.47627653025107675
ENSMUSG00000034343,12.267395866096354
ENSMUSG00000097285,-0.3738598286828361
ENSMUSG00000026307,-0.6271855950507629
ENSMUSG00000049515,-1.6536279062214818
ENSMUSG00000026308,1.6240595650773775
ENSMUSG00000047443,-0.937415556844964
ENSMUSG00000026309,-0.4546171892398884
ENSMUSG00000100253,nan
ENSMUSG00000067071,-0.3255495776793695
ENSMUSG00000055866,-0.8524670545422248
ENSMUSG00000034292,-0.32503951257258756
ENSMUSG00000026311,-0.4762116440401184
ENSMUSG00000101705,nan
ENSMUSG00000100980,-0.4694458459940191
ENSMUSG00000007805,-1.2152250115731924
ENSMUSG00000026313,0.18093992875622036
ENSMUSG00000096941,nan
ENSMUSG00000026260,-0.01748878084522776
ENSMUSG00000073616,-1.0508208638255843
ENSMUSG00000044055,3.045543885578908
ENSMUSG00000100546,-0.9882650185416416
ENSMUSG00000034220,3.705573279851152
ENSMUSG00000101995,-1.4132278252959936
ENSMUSG00000034212,-0.7502598204256704
ENSMUSG00000047067,-1.0845447574712133
ENSMUSG00000097251,-0.9553914541729842
ENSMUSG00000026269,4.319211198711187
ENSMUSG00000100632,0.6226761205472696
ENSMUSG00000026270,-1.2635212358143093
ENSMUSG00000026271,6.673840743348623
ENSMUSG00000014602,-0.6027827735523609
ENSMUSG00000101378,nan
ENSMUSG00000034159,1.7806095791692245
ENSMUSG00000084989,2.076654073812653
ENSMUSG00000047793,3.7438316844079127
ENSMUSG00000026273,-1.8111299048163094
ENSMUSG00000101172,0.20854754751121732
ENSMUSG00000026274,-1.5015664388022507
ENSMUSG00000026275,0.09034580013642453
ENSMUSG00000034107,0.6461842287559987
ENSMUSG00000034088,1.8189855812049296
ENSMUSG00000026276,-0.7118308793988117
ENSMUSG00000034066,-1.8652085021837885
ENSMUSG00000026277,0.1780713843441419
ENSMUSG00000026278,17.500421558191128
ENSMUSG00000026279,-1.2027015810858408
ENSMUSG00000101952,nan
ENSMUSG00000026280,-1.2727507242470844
ENSMUSG00000026281,-0.680860445003744
ENSMUSG00000026283,-1.0457576176456052
ENSMUSG00000073609,40.773389396327374
ENSMUSG00000093805,nan
ENSMUSG00000073608,nan
ENSMUSG00000034000,3.966973908834575
ENSMUSG00000026285,-0.7273085469162918
ENSMUSG00000051185,-0.30970448840302084
ENSMUSG00000040710,-0.031930470490162365
ENSMUSG00000040693,-1.9346469906314363
ENSMUSG00000097814,-1.821101302348441
ENSMUSG00000044768,1.7016752068245946
ENSMUSG00000040648,-1.0089471045319063
ENSMUSG00000026333,-1.3419889970896564
ENSMUSG00000026335,3.6935530984379987
ENSMUSG00000100182,nan
ENSMUSG00000026336,nan
ENSMUSG00000100009,2.435107769015002
ENSMUSG00000067028,-1.056742604187318
ENSMUSG00000050840,1.8231538303688934
ENSMUSG00000047496,4.130281210628081
ENSMUSG00000097482,1.028314405172971
ENSMUSG00000056536,-0.2745292663575225
ENSMUSG00000026319,0.5349493081634159
ENSMUSG00000026321,0.03759588907078885
ENSMUSG00000099843,-0.22457669023712673
ENSMUSG00000038866,-0.936832322685266
ENSMUSG00000101583,0.5477246880558874
ENSMUSG00000044340,1.4987522711609387
ENSMUSG00000057329,0.09279955162093138
ENSMUSG00000054006,nan
ENSMUSG00000009905,0.4407675518813073
ENSMUSG00000009907,4.78021541024741
ENSMUSG00000067006,-3.700893677064042
ENSMUSG00000059956,nan
ENSMUSG00000026327,0.8733389006075896
ENSMUSG00000067001,1.1412620792399544
ENSMUSG00000062345,0.8509366576979683
ENSMUSG00000026315,-1.5737564361321368
ENSMUSG00000026312,-0.11202768035337354
ENSMUSG00000047216,3.2587498316923478
ENSMUSG00000101253,-0.7449628111929562
ENSMUSG00000038702,-0.3565777750396395
ENSMUSG00000097648,-0.14114795817964407
ENSMUSG00000070695,2.1774959988730807
ENSMUSG00000026374,-0.4956868049274568
ENSMUSG00000026377,-0.6117811276309589
ENSMUSG00000064302,0.0
ENSMUSG00000107722,5.218172052886425
ENSMUSG00000026380,2.0965653702773874
ENSMUSG00000048402,0.12111477738728012
ENSMUSG00000097408,3.2943461454354117
ENSMUSG00000101179,0.20186767541547904
ENSMUSG00000037035,-0.5826929033043939
ENSMUSG00000004451,0.49254227735838574
ENSMUSG00000098447,-0.4583689827163137
ENSMUSG00000098923,-1.4197776485765274
ENSMUSG00000101731,nan
ENSMUSG00000026383,-0.17406970067939553
ENSMUSG00000026384,18.154189234790913
ENSMUSG00000101224,nan
ENSMUSG00000036975,-1.0391005499689794
ENSMUSG00000036962,1.5861747332546916
